"CMS Certification Number (CCN)",HHCAHPS Survey Summary Star Rating,HHCAHPS Survey Summary Star Rating Footnote,Star Rating for health team gave care in a professional way,Footnote for Star Rating for gave care in a professional way,Percent of patients who reported that their home health team gave care in a professional way,Footnote for Percent of patients who reported that their home health team gave care in a professional way,Star Rating for health team communicated well with them,Footnote for Star Rating for communicated well with them,Percent of patients who reported that their home health team communicated well with them,Footnote for Percent of patients who reported that their home health team communicated well with them,"Star Rating team discussed medicines, pain, and home safety","Footnote Star Rating discussed medicines, pain, home safety","Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them","Footnote for Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them",Star Rating for how patients rated overall care from agency,Footnote for Star Rating for overall care from agency,"Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Footnote for Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0(lowest) to 10(highest)","Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family","Footnote for Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family",Number of completed Surveys,Footnote for number of completed surveys,Response rate,Footnote for response rate,Footnote Number
677896,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677897,Not Available,11,Not Available,11,96,11,Not Available,11,92,11,Not Available,11,76,11,Not Available,11,83,11,88,11,31,11,41,11,11
677898,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677899,Not Available,11,Not Available,11,89,11,Not Available,11,92,11,Not Available,11,91,11,Not Available,11,93,11,81,11,13,11,15,11,11
677907,Not Available,9,Not Available,9,90,9,Not Available,9,84,9,Not Available,9,96,9,Not Available,9,74,9,69,9,9,9,23,9,9
677910,Not Available,11,Not Available,11,93,11,Not Available,11,83,11,Not Available,11,92,11,Not Available,11,95,11,98,11,15,11,24,11,11
677911,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677913,3,,3,,86,,2,,81,,4,,85,,3,,86,,76,,233,,23,,
677914,Not Available,9,Not Available,9,75,9,Not Available,9,87,9,Not Available,9,86,9,Not Available,9,83,9,99,9,7,9,9,9,9
677915,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677916,3,,4,,88,,2,,83,,2,,79,,3,,84,,79,,221,,24,,
677917,5,,5,,93,,4,,91,,5,,88,,4,,88,,88,,155,,34,,
677920,5,,5,,93,,4,,91,,5,,91,,5,,92,,92,,89,,34,,
677921,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677926,3,,4,,88,,4,,89,,1,,68,,4,,87,,78,,103,,21,,
677927,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677928,Not Available,9,Not Available,9,53,9,Not Available,9,60,9,Not Available,9,93,9,Not Available,9,72,9,73,9,9,9,10,9,9
677929,Not Available,9,Not Available,9,100,9,Not Available,9,100,9,Not Available,9,99,9,Not Available,9,68,9,100,9,3,9,25,9,9
677932,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677933,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677934,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677935,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677936,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677937,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677938,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677941,Not Available,11,Not Available,11,97,11,Not Available,11,91,11,Not Available,11,95,11,Not Available,11,98,11,91,11,14,11,25,11,11
677942,Not Available,9,Not Available,9,96,9,Not Available,9,98,9,Not Available,9,86,9,Not Available,9,100,9,100,9,9,9,10,9,9
677943,3,,4,,87,,3,,85,,3,,81,,3,,85,,77,,334,,34,,
677944,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677945,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677946,Not Available,9,Not Available,9,90,9,Not Available,9,89,9,Not Available,9,90,9,Not Available,9,92,9,80,9,8,9,20,9,9
677948,Not Available,11,Not Available,11,82,11,Not Available,11,77,11,Not Available,11,89,11,Not Available,11,80,11,60,11,31,11,18,11,11
677949,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677950,Not Available,11,Not Available,11,99,11,Not Available,11,93,11,Not Available,11,89,11,Not Available,11,90,11,81,11,25,11,25,11,11
677951,5,,5,,90,,4,,87,,5,,88,,4,,85,,81,,119,,29,,
677952,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677953,Not Available,9,Not Available,9,88,9,Not Available,9,77,9,Not Available,9,88,9,Not Available,9,100,9,78,9,4,9,5,9,9
677954,Not Available,9,Not Available,9,97,9,Not Available,9,79,9,Not Available,9,91,9,Not Available,9,93,9,68,9,8,9,12,9,9
677955,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677956,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677957,Not Available,11,Not Available,11,96,11,Not Available,11,86,11,Not Available,11,90,11,Not Available,11,92,11,80,11,15,11,22,11,11
677958,Not Available,9,Not Available,9,93,9,Not Available,9,88,9,Not Available,9,97,9,Not Available,9,100,9,100,9,7,9,18,9,9
677961,4,,5,,92,,4,,89,,3,,80,,5,,88,,85,,91,,23,,
677962,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677964,5,11,5,11,97,11,5,11,93,11,5,11,88,11,5,11,96,11,93,11,67,11,21,11,11
677966,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677967,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677968,Not Available,11,Not Available,11,88,11,Not Available,11,77,11,Not Available,11,88,11,Not Available,11,87,11,93,11,15,11,31,11,11
677970,Not Available,11,Not Available,11,94,11,Not Available,11,89,11,Not Available,11,83,11,Not Available,11,72,11,85,11,31,11,23,11,11
677971,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677973,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677975,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677976,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677980,3,,4,,89,,2,,83,,1,,69,,3,,81,,77,,138,,35,,
677981,Not Available,11,Not Available,11,83,11,Not Available,11,84,11,Not Available,11,88,11,Not Available,11,87,11,78,11,32,11,10,11,11
677982,Not Available,11,Not Available,11,93,11,Not Available,11,93,11,Not Available,11,89,11,Not Available,11,87,11,83,11,38,11,21,11,11
677983,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677984,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677987,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677990,3,,4,,90,,3,,86,,2,,75,,4,,88,,79,,190,,20,,
677991,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677992,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677993,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677994,1,10,1,10,80,10,1,10,72,10,1,10,68,10,1,10,73,10,60,10,267,10,13,10,10
677995,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677997,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677999,2,11,1,11,83,11,1,11,74,11,2,11,73,11,2,11,80,11,57,11,41,11,7,11,11
678008,5,,5,,92,,4,,88,,5,,87,,4,,87,,80,,267,,39,,
678027,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
678032,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
678034,Not Available,9,Not Available,9,92,9,Not Available,9,92,9,Not Available,9,90,9,Not Available,9,97,9,95,9,5,9,33,9,9
678039,5,,5,,94,,4,,89,,5,,93,,5,,93,,87,,151,,30,,
678058,5,,5,,90,,5,,92,,4,,85,,4,,89,,87,,83,,22,,
678078,3,,4,,90,,3,,84,,2,,79,,3,,85,,80,,289,,36,,
678086,Not Available,11,Not Available,11,99,11,Not Available,11,72,11,Not Available,11,74,11,Not Available,11,47,11,55,11,11,11,15,11,11
678094,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
678101,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
678109,Not Available,9,Not Available,9,92,9,Not Available,9,68,9,Not Available,9,76,9,Not Available,9,68,9,49,9,5,9,6,9,9
678137,Not Available,11,Not Available,11,99,11,Not Available,11,96,11,Not Available,11,91,11,Not Available,11,98,11,96,11,34,11,40,11,11
678144,4,11,5,11,90,11,3,11,84,11,4,11,86,11,3,11,81,11,75,11,48,11,13,11,11
678148,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
678162,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
678165,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
678166,4,,5,,91,,4,,91,,3,,82,,4,,89,,78,,81,,19,,
678169,3,,3,,87,,2,,79,,3,,80,,2,,80,,66,,113,,23,,
678174,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
678191,2,,2,,82,,2,,83,,2,,76,,3,,84,,70,,316,,17,,
678197,4,,5,,91,,4,,87,,4,,84,,4,,88,,79,,208,,29,,
678208,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
678210,4,,5,,91,,4,,87,,5,,90,,3,,86,,83,,263,,25,,
678216,Not Available,11,Not Available,11,85,11,Not Available,11,76,11,Not Available,11,79,11,Not Available,11,89,11,90,11,12,11,16,11,11
678220,Not Available,9,Not Available,9,98,9,Not Available,9,98,9,Not Available,9,100,9,Not Available,9,100,9,100,9,4,9,31,9,9
678225,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
678229,2,,1,,81,,1,,75,,2,,74,,2,,79,,68,,89,,34,,
678233,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
678236,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
678243,3,,4,,89,,3,,85,,2,,78,,4,,88,,80,,286,,29,,
678253,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
678259,Not Available,11,Not Available,11,92,11,Not Available,11,90,11,Not Available,11,88,11,Not Available,11,91,11,80,11,27,11,18,11,11
678260,3,,4,,87,,3,,85,,2,,79,,3,,84,,81,,281,,25,,
678261,Not Available,9,Not Available,9,100,9,Not Available,9,100,9,Not Available,9,98,9,Not Available,9,100,9,100,9,1,9,25,9,9
678267,4,,4,,89,,4,,88,,3,,83,,3,,86,,81,,261,,26,,
678279,2,,2,,84,,2,,79,,2,,78,,2,,79,,73,,259,,18,,
678290,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
678299,Not Available,11,Not Available,11,87,11,Not Available,11,78,11,Not Available,11,84,11,Not Available,11,81,11,78,11,12,11,26,11,11
678300,Not Available,9,Not Available,9,92,9,Not Available,9,95,9,Not Available,9,84,9,Not Available,9,100,9,100,9,2,9,29,9,9
678308,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
678315,Not Available,11,Not Available,11,97,11,Not Available,11,97,11,Not Available,11,89,11,Not Available,11,95,11,96,11,15,11,38,11,11
678318,Not Available,11,Not Available,11,89,11,Not Available,11,85,11,Not Available,11,87,11,Not Available,11,89,11,79,11,33,11,14,11,11
678324,4,,4,,86,,3,,82,,5,,87,,4,,84,,79,,166,,25,,
678332,Not Available,9,Not Available,9,95,9,Not Available,9,75,9,Not Available,9,65,9,Not Available,9,100,9,69,9,5,9,7,9,9
678338,5,11,4,11,90,11,4,11,86,11,5,11,90,11,5,11,94,11,83,11,47,11,22,11,11
678341,Not Available,11,Not Available,11,73,11,Not Available,11,77,11,Not Available,11,69,11,Not Available,11,74,11,54,11,29,11,15,11,11
678352,4,,5,,91,,4,,89,,4,,84,,4,,89,,85,,156,,31,,
678363,Not Available,11,Not Available,11,76,11,Not Available,11,69,11,Not Available,11,92,11,Not Available,11,91,11,61,11,18,11,24,11,11
678372,3,,4,,88,,3,,86,,4,,85,,2,,82,,77,,230,,23,,
678376,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
678390,Not Available,11,Not Available,11,86,11,Not Available,11,97,11,Not Available,11,93,11,Not Available,11,91,11,100,11,12,11,34,11,11
678422,Not Available,9,Not Available,9,80,9,Not Available,9,83,9,Not Available,9,92,9,Not Available,9,58,9,37,9,9,9,9,9,9
678428,Not Available,11,Not Available,11,95,11,Not Available,11,94,11,Not Available,11,87,11,Not Available,11,87,11,87,11,39,11,14,11,11
678439,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
678449,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
